symbol,name,reportDate,fiscalDateEnding,estimate,currency
AMPH,Amphastar Pharmaceuticals Inc,2023-08-07,2023-06-30,0.56,USD
AMPL,Amplitude Inc - Class A,2023-09-19,2023-06-30,0.0148,USD
AMPS,Altus Power Inc - Class A,2023-08-14,2023-06-30,0.01,USD
AMPX,Amprius Technologies Inc,2023-08-30,2023-06-30,-0.105,USD
AMPY,Amplify Energy Corp,2023-08-01,2023-06-30,0.28,USD
AMR,Alpha Metallurgical Resources Inc,2023-08-07,2023-06-30,14.2,USD
AMRC,Ameresco Inc - Class A,2023-07-31,2023-06-30,0.21,USD
AMRK,A-Mark Precious Metals Inc,2023-08-28,2023-06-30,1.44,USD
AMRN,Amarin Corp,2023-08-02,2023-06-30,-0.0303,USD
AMRS,Amyris Inc,2023-08-07,2023-06-30,0.3,USD
AMRX,Amneal Pharmaceuticals Inc - Class A,2023-08-03,2023-06-30,0.11,USD
AMS,American Shared Hospital Services,2023-08-09,2023-06-30,,USD
AMSC,American Superconductor Corp,2023-08-01,2023-06-30,-0.17,USD
AMSF,Amerisafe Inc,2023-07-26,2023-06-30,0.73,USD
AMSWA,American Software Inc - Class A,2023-08-22,2023-07-31,0.09,USD
AMSYF,AMSYF,2023-07-27,2023-06-30,1.64,USD
AMT,American Tower Corp,2023-07-26,2023-06-30,1.08,USD
AMTB,Amerant Bancorp Inc - Class A,2023-07-18,2023-06-30,0.29,USD
AMTI,Applied Molecular Transport Inc,2023-08-02,2023-06-30,0.23,USD
AMTX,Aemetis Inc,2023-08-02,2023-06-30,-0.39,USD
AMV,Atlis Motor Vehicles Inc - Class A,2023-08-30,2023-06-30,-0.55,USD
AMWD,American Woodmark Corp,2023-08-28,2023-07-31,2.22,USD
AMWL,American Well Corporation - Class A,2023-08-02,2023-06-30,-0.22,USD
AMYT,AMYT,2023-08-04,2023-06-30,-0.0067,EUR
AMYZF,AMYZF,2023-06-27,2023-04-30,,USD
AMZN,Amazon.com Inc,2023-07-26,2023-06-30,0.35,USD
AN,Autonation Inc,2023-07-19,2023-06-30,5.78,USD
ANAB,AnaptysBio Inc,2023-08-07,2023-06-30,-1.63,USD
ANCTF,ANCTF,2023-06-27,2023-04-30,,USD
ANCTF,ANCTF,2023-08-28,2023-07-31,,USD
ANDE,Andersons Inc,2023-08-01,2023-06-30,1.06,USD
ANDR,ANDR,2023-08-08,2023-06-30,0,USD
ANEB,Anebulo Pharmaceuticals Inc,2023-09-07,2023-06-30,-0.12,USD
ANET,Arista Networks Inc,2023-07-31,2023-06-30,1.44,USD
ANF,Abercrombie & Fitch Co. - Class A,2023-08-23,2023-07-31,0.13,USD
ANFGF,ANFGF,2023-08-10,2023-06-30,0.2866,USD
ANFIF,ANFIF,2023-09-01,2023-06-30,0,USD
ANGH,Anghami Inc,2023-08-14,2023-06-30,0,USD
ANGI,Angi Inc - Class A,2023-08-07,2023-06-30,-0.03,USD
ANGN,ANGN,2023-08-14,2023-06-30,-0.57,USD
ANGO,Angiodynamic Inc,2023-07-12,2023-05-31,0.02,USD
ANGPY,ANGPY,2023-07-24,2023-06-30,0,ZAR
ANIK,Anika Therapeutics Inc,2023-08-01,2023-06-30,-0.27,USD
ANIOY,ANIOY,2023-07-26,2023-06-30,0,EUR
ANIP,ANI Pharmaceuticals Inc,2023-08-07,2023-06-30,0.66,USD
ANIX,Anixa Biosciences Inc,2023-09-08,2023-07-31,-0.1,USD
ANNX,Annexon Inc,2023-08-07,2023-06-30,-0.54,USD
ANSS,Ansys Inc,2023-08-01,2023-06-30,1.49,USD
ANTH,ANTH,2023-08-09,2023-06-30,0,USD
ANTX,AN2 Therapeutics Inc,2023-08-10,2023-06-30,-0.8,USD
ANVS,Annovis Bio Inc,2023-08-07,2023-06-30,-1.14,USD
ANY,Sphere 3D Corp,2023-08-10,2023-06-30,,USD
AOBI,AOBI,2023-08-09,2023-06-30,0,USD
AOCIF,AOCIF,2023-08-08,2023-06-30,,CAD
AOIFF,AOIFF,2023-08-08,2023-06-30,0.11,USD
AOLS,AOLS,2023-08-14,2023-06-30,0,USD
AOMR,Angel Oak Mortgage REIT Inc,2023-08-08,2023-06-30,0.14,USD
AON,Aon plc. - Class A,2023-07-27,2023-06-30,2.84,USD
AONNY,AONNY,2023-07-05,2023-05-31,0,JPY
AOREF,AOREF,2023-06-28,2023-03-31,,USD
AORT,Artivion Inc,2023-08-02,2023-06-30,-0.08,USD
AOS,A.O. Smith Corp,2023-07-26,2023-06-30,0.91,USD
AOSL,Alpha & Omega Semiconductor Ltd,2023-08-08,2023-06-30,0.02,USD
AOTVF,AOTVF,2023-08-07,2023-06-30,,CAD
AOUT,American Outdoor Brands Inc,2023-06-28,2023-04-30,-0.13,USD
AOUT,American Outdoor Brands Inc,2023-09-06,2023-07-31,0.1333,USD
AOXG,AOXG,2023-08-30,2023-06-30,0,USD
AOZOY,AOZOY,2023-07-31,2023-06-30,0.1181,USD
AP,Ampco-Pittsburgh Corp,2023-08-08,2023-06-30,,USD
APA,APA Corporation,2023-08-01,2023-06-30,0.9,USD
APAM,Artisan Partners Asset Management Inc - Class A,2023-07-31,2023-06-30,0.71,USD
APCX,AppTech Payments Corp,2023-08-30,2023-06-30,0,USD
APD,Air Products & Chemicals Inc,2023-08-02,2023-06-30,2.92,USD
APDN,Applied Dna Sciences Inc,2023-08-09,2023-06-30,-0.24,USD
APEI,American Public Education Inc,2023-08-07,2023-06-30,-0.31,USD
APELY,APELY,2023-07-28,2023-06-30,0.2015,JPY
APEMY,APEMY,2023-07-28,2023-06-30,0,EUR
APEN,APEN,2023-07-31,2023-06-30,-0.215,USD
APEUF,APEUF,2023-08-21,2023-06-30,,CAD
APG,APi Group Corporation,2023-08-02,2023-06-30,0.4,USD
APGI,APGI,2023-08-21,2023-06-30,0,USD
APGN,Apexigen Inc,2023-08-30,2023-06-30,-0.19,USD
APGT,APGT,2023-08-09,2023-06-30,,USD
APH,Amphenol Corp - Class A,2023-07-26,2023-06-30,0.68,USD
API,Agora Inc,2023-08-14,2023-06-30,-0.11,USD
APLD,Applied Digital Corporation,2023-08-25,2023-05-31,-0.0283,USD
APLE,Apple Hospitality REIT Inc,2023-08-03,2023-06-30,0.2,USD
APLIF,APLIF,2023-06-27,2023-03-31,-0.02,CAD
APLIF,APLIF,2023-08-10,2023-06-30,,CAD
APLS,Apellis Pharmaceuticals Inc,2023-08-07,2023-06-30,-1.37,USD
APLT,Applied Therapeutics Inc,2023-08-10,2023-06-30,-0.26,USD
APO,Apollo Global Management Inc - Class A (New),2023-08-02,2023-06-30,1.66,USD
APOG,Apogee Enterprises Inc,2023-06-23,2023-05-31,0.9,USD
APOG,Apogee Enterprises Inc,2023-09-18,2023-08-31,1.03,USD
APP,Applovin Corp - Class A,2023-08-08,2023-06-30,0.07,USD
APPF,Appfolio Inc - Class A,2023-07-26,2023-06-30,0.12,USD
APPH,AppHarvest Inc,2023-08-01,2023-06-30,-0.22,USD
APPN,Appian Corp - Class A,2023-08-02,2023-06-30,-0.42,USD
APPS,Digital Turbine Inc,2023-08-07,2023-06-30,0.13,USD
APRE,Aprea Therapeutics Inc,2023-08-09,2023-06-30,-1.42,USD
APRN,Blue Apron Holdings Inc - Class A,2023-08-07,2023-06-30,-3.24,USD
APT,Alpha Pro Tech Ltd,2023-08-02,2023-06-30,,USD
APTO,Aptose Biosciences Inc,2023-07-31,2023-06-30,-2.01,USD
APTV,Aptiv PLC,2023-07-31,2023-06-30,0.98,USD
APTX,Aptinyx Inc,2023-08-02,2023-06-30,-0.091,USD
APVO,Aptevo Therapeutics Inc,2023-08-09,2023-06-30,-1.12,USD
APVS,APVS,2023-08-11,2023-06-30,0,USD
APWC,Asia Pacific Wire & Cable,2023-08-30,2023-06-30,0,USD
APYRF,APYRF,2023-07-25,2023-06-30,,CAD
APYX,Apyx Medical Corp,2023-08-09,2023-06-30,-0.08,USD
AQB,AquaBounty Technologies Inc,2023-08-07,2023-06-30,-0.08,USD
AQMS,Aqua Metals Inc,2023-07-19,2023-06-30,-0.04,USD
AQN,Algonquin Power & Utilities Corp,2023-08-09,2023-06-30,0.12,USD
AQQSQ,AQQSQ,2023-08-11,2023-06-30,0,USD
AQST,Aquestive Therapeutics Inc,2023-07-31,2023-06-30,-0.12,USD
AQSZF,AQSZF,2023-08-28,2023-06-30,,USD
AQUA,Evoqua Water Technologies Corp,2023-07-31,2023-06-30,0.25,USD
AR,Antero Resources Corp,2023-07-25,2023-06-30,0.01,USD
ARAV,Aravive Inc,2023-08-09,2023-06-30,-0.28,USD
ARAY,Accuray Inc,2023-08-08,2023-06-30,0.01,USD
ARBE,Arbe Robotics Ltd,2023-08-15,2023-07-31,-0.13,USD
ARBK,Argo Blockchain Plc,2023-09-19,2023-06-30,-0.5793,GBP
ARBTF,ARBTF,2023-08-21,2023-06-30,,USD
ARC,ARC Document Solutions Inc,2023-08-01,2023-06-30,0.08,USD
ARCAY,ARCAY,2023-07-27,2023-06-30,0,EUR
ARCB,ArcBest Corp,2023-07-27,2023-06-30,2.1,USD
ARCC,Ares Capital Corp,2023-07-24,2023-06-30,0.57,USD
ARCE,Arco Platform Ltd - Class A,2023-08-16,2023-06-30,-0.18,BRL
ARCH,Arch Resources Inc - Class A,2023-07-26,2023-06-30,8.77,USD
ARCO,Arcos Dorados Holdings Inc - Class A,2023-08-08,2023-06-30,0.15,USD
ARCT,Arcturus Therapeutics Holdings Inc,2023-08-07,2023-06-30,-0.5,USD
ARCW,ARCW,2023-08-30,2023-06-30,0,USD
ARDS,Aridis Pharmaceuticals Inc,2023-08-14,2023-06-30,,USD
ARDX,Ardelyx Inc,2023-08-02,2023-06-30,-0.12,USD
ARE,Alexandria Real Estate Equities Inc,2023-07-24,2023-06-30,0.84,USD
AREB,American Rebel Holdings Inc,2023-08-30,2023-06-30,0,USD
AREC,American Resources Corporation - Class A,2023-08-14,2023-06-30,-0.01,USD
AREN,Arena Group Holdings Inc (The),2023-08-07,2023-06-30,-0.8,USD
ARES,Ares Management Corp - Class A,2023-07-26,2023-06-30,0.86,USD
ARESF,ARESF,2023-08-02,2023-06-30,,CAD
ARET,ARET,2023-08-16,2023-06-30,0,USD
ARGO,Argo Group International Holdings Ltd,2023-08-07,2023-06-30,0.57,USD
ARGTF,ARGTF,2023-08-09,2023-06-30,,CAD
ARGX,Argen X SE,2023-07-27,2023-06-30,-1.92,USD
ARHS,Arhaus Inc Class A,2023-08-09,2023-06-30,0.26,USD
ARHTF,ARHTF,2023-07-26,2023-06-30,,CAD
ARI,Apollo Commercial Real Estate Finance Inc,2023-07-24,2023-06-30,0.4,USD
ARIS,Aris Water Solutions Inc - Class A,2023-08-02,2023-06-30,0.13,USD
ARKAY,ARKAY,2023-07-28,2023-06-30,2.87,EUR
ARKO,ARKO Corp - Class A,2023-08-07,2023-06-30,0.19,USD
ARKR,Ark Restaurants Corp,2023-08-14,2023-06-30,,USD
ARL,American Realty Investors Inc,2023-08-10,2023-06-30,,USD
ARLO,Arlo Technologies Inc,2023-08-07,2023-06-30,0.04,USD
ARLP,Alliance Resource Partners LP,2023-07-31,2023-06-30,1.3,USD
ARMK,Aramark,2023-08-07,2023-06-30,0.34,USD
ARMP,Armata Pharmaceuticals Inc,2023-08-09,2023-06-30,-0.37,USD
ARNC,Arconic Corporation,2023-07-31,2023-06-30,0.59,USD
ARNGF,ARNGF,2023-08-09,2023-06-30,-0.0018,USD
AROC,Archrock Inc,2023-07-31,2023-06-30,0.14,USD
AROW,Arrow Financial Corp,2023-07-25,2023-06-30,0.8,USD
ARQT,Arcutis Biotherapeutics Inc,2023-08-02,2023-06-30,-1.25,USD
ARR,ARMOUR Residential REIT Inc,2023-07-25,2023-06-30,0.24,USD
ARREF,ARREF,2023-08-01,2023-06-30,0.02,USD
ARRY,Array Technologies Inc,2023-08-09,2023-06-30,0.1757,USD
ARTH,ARTH,2023-08-30,2023-06-30,2,USD
ARTHD,ARTHD,2023-08-30,2023-06-30,2,USD
ARTL,Artelo Biosciences Inc,2023-08-07,2023-05-31,-0.81,USD
ARTNA,Artesian Resources Corp - Class A,2023-08-01,2023-06-30,0.37,USD
ARTW,Art`s-way Manufacturing Co. Inc,2023-07-04,2023-05-31,,USD
ARVL,Arrival,2023-08-09,2023-06-30,,EUR
ARVN,Arvinas Inc,2023-08-02,2023-06-30,-1.66,USD
ARW,Arrow Electronics Inc,2023-08-02,2023-06-30,4.34,USD
ARWR,Arrowhead Pharmaceuticals Inc,2023-08-02,2023-06-30,-0.69,USD
ARYX,ARYX,2023-08-14,2023-06-30,0,USD
ARZGY,ARZGY,2023-08-09,2023-06-30,0.3189,EUR
ASAI,Sendas Distribuidora S.A.,2023-07-24,2023-06-30,0.179,BRL
ASAN,Asana Inc - Class A,2023-09-18,2023-07-31,-0.11,USD
ASAP,Waitr Holdings Inc,2023-08-07,2023-06-30,-0.6,USD
ASAPF,ASAPF,2023-08-28,2023-06-30,,USD
ASAZY,ASAZY,2023-07-19,2023-06-30,0.1602,SEK
ASB,Associated Banc-Corp,2023-07-19,2023-06-30,0.61,USD
ASBFY,ASBFY,2023-08-30,2023-05-31,0,GBP
ASC,Ardmore Shipping Corp,2023-07-25,2023-06-30,0.69,USD
ASEKY,ASEKY,2023-07-28,2023-06-30,0.8155,JPY
ASGLY,ASGLY,2023-08-01,2023-06-30,0,JPY
ASGN,ASGN Inc,2023-07-25,2023-06-30,1.49,USD
ASGTF,ASGTF,2023-08-09,2023-06-30,,CAD
ASH,Ashland Inc,2023-07-24,2023-06-30,1.76,USD
ASHTY,ASHTY,2023-09-05,2023-07-31,4.16,USD
ASHXF,ASHXF,2023-08-28,2023-07-31,,USD
ASIX,AdvanSix Inc,2023-08-03,2023-06-30,1.04,USD
ASLE,AerSale Corp,2023-08-07,2023-06-30,0.11,USD
ASLN,ASLAN Pharmaceuticals Ltd,2023-08-11,2023-06-30,-0.8,USD
ASM,Avino Silver & Gold Mines Ltd,2023-08-08,2023-06-30,0.02,USD
ASMB,Assembly Biosciences Inc,2023-08-07,2023-06-30,-0.29,USD
ASMIY,ASMIY,2023-07-25,2023-06-30,3.46,EUR
ASML,ASML Holding NV,2023-07-19,2023-06-30,4.94,EUR
ASND,Ascendis Pharma A/S,2023-08-08,2023-06-30,-2.82,EUR
ASO,Academy Sports and Outdoors Inc,2023-09-05,2023-07-31,2.03,USD
ASOZY,ASOZY,2023-08-24,2023-06-30,0,PLN
ASPCF,ASPCF,2023-08-07,2023-06-30,,USD
ASPCQ,ASPCQ,2023-08-07,2023-06-30,,USD
ASPN,Aspen Aerogels Inc,2023-07-25,2023-06-30,-0.36,USD
ASPS,Altisource Portfolio Solutions S.A.,2023-07-26,2023-06-30,-0.46,USD
ASPU,ASPU,2023-09-11,2023-07-31,-0.12,USD
ASR,Grupo Aeroportuario Del Sureste S.A.,2023-07-24,2023-06-30,91.78,MXN
ASRT,Assertio Holdings Inc,2023-08-07,2023-06-30,0.14,USD
ASRV,Ameriserv Financial Inc,2023-07-17,2023-06-30,,USD
ASTC,Astrotech Corp,2023-09-12,2023-06-30,,USD
ASTE,Astec Industries Inc,2023-07-31,2023-06-30,0.67,USD
ASTI,Ascent Solar Technologies Inc,2023-08-14,2023-06-30,,USD
ASTR,Astra Space Inc - Class A,2023-08-02,2023-06-30,,USD
ASTS,AST SpaceMobile Inc - Class A,2023-08-14,2023-06-30,-0.19,USD
ASUR,Asure Software Inc,2023-08-07,2023-06-30,0.0161,USD
ASX,ASE Technology Holding Co.Ltd,2023-07-27,2023-06-30,0.0908,TWD
ASXC,Asensus Surgical Inc,2023-08-07,2023-06-30,-0.08,USD
ASXFY,ASXFY,2023-08-17,2023-06-30,0,USD
ASXSF,ASXSF,2023-08-03,2023-06-30,,CAD
ASYS,Amtech Systems Inc,2023-08-08,2023-06-30,0.02,USD
ATAI,ATAI Life Sciences N.V.,2023-08-14,2023-06-30,-0.2102,USD
ATAX,ATAX,2023-08-02,2023-06-30,,USD
ATBPF,ATBPF,2023-06-28,2023-03-31,-0.11,CAD
ATBPF,ATBPF,2023-08-14,2023-06-30,,CAD
ATCMF,ATCMF,2023-08-15,2023-06-30,0.01,USD
ATCO,ATCO,2023-08-07,2023-06-30,0.39,USD
ATCV,ATCV,2023-08-17,2023-06-30,0,USD
ATCX,ATCX,2023-08-14,2023-06-30,0.23,USD
ATEC,Alphatec Holdings Inc,2023-08-02,2023-06-30,-0.28,USD
ATEN,A10 Networks Inc,2023-07-31,2023-06-30,0.17,USD
ATER,Aterian Inc,2023-08-07,2023-06-30,-0.11,USD
ATEX,Anterix Inc,2023-08-07,2023-06-30,-0.58,USD
ATEYY,ATEYY,2023-07-26,2023-06-30,0.9173,JPY
ATGE,Adtalem Global Education Inc,2023-08-09,2023-06-30,0.97,USD
ATGN,ATGN,2023-08-16,2023-06-30,,USD
ATGSY,ATGSY,2023-07-28,2023-06-30,0,EUR
ATHA,Athira Pharma Inc,2023-08-14,2023-06-30,-0.79,USD
ATHM,Autohome Inc,2023-08-01,2023-06-30,0.57,CNY
ATHOF,ATHOF,2023-07-25,2023-06-30,,CAD
ATHX,Athersys Inc,2023-08-09,2023-06-30,-0.29,USD
ATI,ATI Inc,2023-08-02,2023-06-30,0.54,USD
ATIP,ATI Physical Therapy Inc - Class A,2023-08-07,2023-06-30,-3.53,USD
ATIXF,ATIXF,2023-08-21,2023-06-30,,CAD
ATKR,Atkore Inc,2023-07-31,2023-06-30,4.26,USD
ATLC,Atlanticus Holdings Corp,2023-08-07,2023-06-30,0.74,USD
ATLCY,ATLCY,2023-07-19,2023-06-30,0.5216,SEK
ATLKY,ATLKY,2023-07-19,2023-06-30,0.5216,SEK
ATLO,Ames National Corp,2023-07-21,2023-06-30,0,USD
ATLYD,ATLYD,2023-08-28,2023-06-30,,CAD
ATLYF,ATLYF,2023-08-28,2023-06-30,,CAD
ATMS,ATMS,2023-08-21,2023-06-30,,USD
ATNI,ATN International Inc,2023-07-25,2023-06-30,-0.15,USD
ATNM,Actinium Pharmaceuticals Inc,2023-08-12,2023-06-30,-0.48,USD
ATNX,ATNX,2023-07-26,2023-06-30,,USD
ATNXQ,ATNXQ,2023-07-26,2023-06-30,,USD
ATO,Atmos Energy Corp,2023-08-01,2023-06-30,1.03,USD
ATOM,Atomera Inc,2023-07-31,2023-06-30,-0.16,USD
ATONY,ATONY,2023-08-28,2023-06-30,0,CNY
ATOS,Atossa Therapeutics Inc,2023-08-07,2023-06-30,-0.06,USD
ATR,Aptargroup Inc,2023-07-27,2023-06-30,1.13,USD
ATRA,Atara Biotherapeutics Inc,2023-08-07,2023-06-30,-0.66,USD
ATRC,Atricure Inc,2023-07-31,2023-06-30,-0.29,USD
ATRI,Atrion Corp,2023-08-07,2023-06-30,,USD
ATRO,Astronics Corp,2023-08-08,2023-06-30,-0.03,USD
ATROB,ATROB,2023-08-04,2023-06-30,-0.03,USD
ATRX,ATRX,2023-08-11,2023-06-30,0,USD
ATS,ATS Corporation.,2023-08-08,2023-06-30,,CAD
ATSAF,ATSAF,2023-08-08,2023-06-30,,CAD
ATSG,Air Transport Services Group Inc,2023-08-02,2023-06-30,0.36,USD
ATTO,Atento S.A.,2023-08-01,2023-06-30,,USD
ATUS,Altice USA Inc - Class A,2023-08-01,2023-06-30,0.07,USD
ATUSF,ATUSF,2023-08-07,2023-06-30,,CAD
ATUUF,ATUUF,2023-08-07,2023-06-30,,CAD
ATVI,Activision Blizzard Inc,2023-07-31,2023-06-30,0.86,USD
ATXS,Astria Therapeutics Inc,2023-08-07,2023-06-30,-0.49,USD
ATY,ATY,2023-08-08,2023-06-30,-0.0222,CAD
ATZAF,ATZAF,2023-07-05,2023-05-31,,CAD
AU,AngloGold Ashanti Ltd,2023-08-07,2023-06-30,0.18,USD
AUB,Atlantic Union Bankshares Corp,2023-07-19,2023-06-30,0.68,USD
AUBN,Auburn National Bancorp Inc,2023-07-24,2023-06-30,,USD
AUCUF,AUCUF,2023-08-28,2023-06-30,,CAD
AUD,AUD,2023-08-03,2023-06-30,-0.18,USD
AUDA,AUDA,2023-08-03,2023-06-30,-0.18,USD
AUDC,Audiocodes,2023-07-31,2023-06-30,0.1,USD
AUGG,AUGG,2023-08-08,2023-06-30,0,USD
AUGX,Augmedix Inc,2023-08-08,2023-06-30,-0.135,USD
AUID,authID Inc,2023-08-07,2023-06-30,,USD
AUKNY,AUKNY,2023-08-23,2023-06-30,0,USD
AULT,Ault Alliance Inc,2023-08-21,2023-06-30,0,USD
AUMN,Golden Minerals Company,2023-08-08,2023-06-30,-0.5,USD
AUNFF,AUNFF,2023-08-30,2023-06-30,0,USD
AUOTY,AUOTY,2023-07-27,2023-06-30,-0.2887,TWD
AUPH,Aurinia Pharmaceuticals Inc,2023-08-02,2023-06-30,-0.18,USD
AUR,Aurora Innovation Inc - Class A,2023-08-02,2023-06-30,-0.18,USD
AURA,Aura Biosciences Inc,2023-08-10,2023-06-30,-0.5,USD
AUTL,Autolus Therapeutics plc,2023-08-10,2023-06-30,-0.2237,USD
AUUD,Auddia Inc,2023-08-30,2023-06-30,-0.1,USD
AUVI,Applied UV Inc,2023-08-14,2023-06-30,-0.82,USD
AUY,AUY,2023-07-26,2023-06-30,0.0702,USD
AVA,Avista Corp,2023-08-01,2023-06-30,0.18,USD
AVAH,Aveanna Healthcare Holdings Inc,2023-08-08,2023-06-30,-0.04,USD
AVAL,Grupo Aval Acciones y Valores S.A.,2023-08-09,2023-06-30,0.1198,COP
AVAV,AeroVironment Inc,2023-06-27,2023-04-30,1.01,USD
AVAV,AeroVironment Inc,2023-09-05,2023-07-31,0.204,USD
AVB,Avalonbay Communities Inc,2023-07-25,2023-06-30,1.33,USD
AVBH,AVBH,2023-07-26,2023-06-30,0.745,USD
AVCNF,AVCNF,2023-08-14,2023-06-30,,CAD
AVCVF,AVCVF,2023-08-03,2023-06-30,,CAD
AVD,American Vanguard Corp,2023-08-07,2023-06-30,0.32,USD
AVDL,Avadel Pharmaceuticals plc,2023-08-08,2023-06-30,-0.3614,USD
AVDX,AvidXchange Holdings Inc,2023-08-07,2023-06-30,-0.04,USD
AVEO,AVEO,2023-08-02,2023-06-30,,USD
AVGO,Broadcom Inc,2023-08-30,2023-07-31,10.42,USD
AVGR,Avinger Inc,2023-08-09,2023-06-30,-0.49,USD
AVHNY,AVHNY,2023-08-31,2023-06-30,0,EUR
AVID,Avid Technology Inc,2023-07-31,2023-06-30,0.2,USD
AVIFY,AVIFY,2023-08-07,2023-06-30,0.0775,THB
AVIR,Atea Pharmaceuticals Inc,2023-08-07,2023-06-30,-0.47,USD
AVNS,Avanos Medical Inc,2023-08-07,2023-06-30,0.32,USD
AVNT,Avient Corp,2023-07-27,2023-06-30,0.6,USD
AVNW,Aviat Networks Inc,2023-08-21,2023-06-30,0.85,USD
AVO,Mission Produce Inc,2023-09-06,2023-07-31,0.2,USD
AVPT,AvePoint Inc - Class A,2023-08-09,2023-06-30,0.01,USD
AVRO,AvroBio Inc,2023-08-07,2023-06-30,-0.17,USD
AVT,Avnet Inc,2023-08-08,2023-06-30,1.65,USD
AVTA,Avantax Inc,2023-08-07,2023-06-30,0.17,USD
AVTBF,AVTBF,2023-07-11,2023-05-31,,CAD
AVTE,Aerovate Therapeutics Inc,2023-08-14,2023-06-30,-0.7,USD
AVTI,AVTI,2023-08-16,2023-06-30,0,USD
AVTR,Avantor Inc,2023-07-26,2023-06-30,0.29,USD
AVTX,Avalo Therapeutics Inc,2023-08-02,2023-06-30,-0.71,USD
AVXL,Anavex Life Sciences Corporation,2023-08-07,2023-06-30,-0.17,USD
AVXT,AVXT,2023-08-15,2023-06-30,0,USD
AVY,Avery Dennison Corp,2023-07-25,2023-06-30,2.05,USD
AVYAQ,AVYAQ,2023-08-07,2023-06-30,-0.24,USD
AWCMY,AWCMY,2023-08-21,2023-06-30,0,USD
AWH,Aspira Women`s Health Inc,2023-08-08,2023-06-30,-0.55,USD
AWI,Armstrong World Industries Inc,2023-07-24,2023-06-30,1.31,USD
AWK,American Water Works Co. Inc,2023-07-26,2023-06-30,1.28,USD
AWLIF,AWLIF,2023-08-28,2023-07-31,,USD
AWR,American States Water Company,2023-07-31,2023-06-30,0.77,USD
AWRE,Aware Inc,2023-07-24,2023-06-30,-0.08,USD
AWRRF,AWRRF,2023-07-25,2023-06-30,,CAD
AWX,Avalon Holdings Corp - Class A,2023-08-10,2023-06-30,,USD
AX,Axos Financial Inc,2023-08-02,2023-06-30,1.29,USD
AXAHY,AXAHY,2023-08-03,2023-06-30,0,EUR
AXAS,AXAS,2023-07-03,2023-06-30,0.01,USD
AXDX,Accelerate Diagnostics Inc,2023-08-14,2023-06-30,-0.14,USD
AXFOY,AXFOY,2023-07-14,2023-06-30,0.2721,SEK
AXGN,Axogen Inc,2023-08-01,2023-06-30,-0.13,USD
AXL,American Axle & Manufacturing Holdings Inc,2023-08-03,2023-06-30,0.1,USD
AXLA,Axcella Health Inc,2023-08-10,2023-06-30,-0.06,USD
AXNX,Axonics Inc,2023-07-31,2023-06-30,-0.12,USD
AXON,Axon Enterprise Inc,2023-08-07,2023-06-30,0.63,USD
AXP,American Express Company,2023-07-20,2023-06-30,2.84,USD
AXR,AMREP Corp,2023-07-19,2023-04-30,,USD
AXR,AMREP Corp,2023-09-05,2023-07-31,,USD
AXS,Axis Capital Holdings Ltd,2023-07-24,2023-06-30,2.05,USD
AXSM,Axsome Therapeutics Inc,2023-08-07,2023-06-30,-1.27,USD
AXTA,Axalta Coating Systems Ltd,2023-07-24,2023-06-30,0.38,USD
AXTI,AXT Inc,2023-07-26,2023-06-30,-0.13,USD
AY,Atlantica Sustainable Infrastructure Plc,2023-08-01,2023-06-30,0.26,USD
AYALY,AYALY,2023-08-14,2023-06-30,0,PHP
AYASF,AYASF,2023-08-10,2023-06-30,,USD
AYI,Acuity Brands Inc,2023-06-29,2023-05-31,3.75,USD
AYLA,AYLA,2023-08-14,2023-06-30,,USD
AYRO,AYRO Inc,2023-08-09,2023-06-30,-0.15,USD
AYRWF,AYRWF,2023-08-16,2023-06-30,-0.3575,USD
AYX,Alteryx Inc - Class A,2023-07-31,2023-06-30,-0.67,USD
AZ,A2Z Smart Technologies Corp,2023-08-30,2023-06-30,-0.17,USD
AZEK,AZEK Company Inc - Class A,2023-08-02,2023-06-30,0.25,USD
AZN,Astrazeneca plc,2023-07-27,2023-06-30,1.01,USD
AZNCF,AZNCF,2023-07-27,2023-06-30,2.01,USD
AZO,Autozone Inc,2023-08-02,2023-05-31,31.41,USD
AZO,Autozone Inc,2023-09-18,2023-08-31,45.25,USD
AZPN,Aspen Technology Inc,2023-08-08,2023-06-30,2.28,USD
AZRE,Azure Power Global Ltd,2023-07-27,2023-06-30,0.3484,INR
AZTA,Azenta Inc,2023-08-07,2023-06-30,-0.02,USD
AZUL,Azul S.A.,2023-08-09,2023-06-30,-0.55,BRL
AZYO,Aziyo Biologics Inc - Class A,2023-08-09,2023-06-30,-0.35,USD
AZZ,AZZ Inc,2023-07-10,2023-05-31,1.16,USD
AZZTF,AZZTF,2023-08-28,2023-06-30,,CAD
B,Barnes Group Inc,2023-07-28,2023-06-30,0.54,USD
BA,Boeing Company,2023-07-25,2023-06-30,-0.86,USD
BABA,Alibaba Group Holding Ltd,2023-08-02,2023-06-30,1.96,CNY
BABB,BABB,2023-07-06,2023-05-31,,USD
BABYF,BABYF,2023-08-14,2023-06-30,,USD
BAC,Bank Of America Corp,2023-07-18,2023-06-30,0.86,USD
BACHY,BACHY,2023-08-30,2023-06-30,0.7228,CNY
BACK,IMAC Holdings Inc,2023-08-08,2023-06-30,-0.03,USD
BADFF,BADFF,2023-08-08,2023-06-30,,CAD
BAESY,BAESY,2023-08-02,2023-06-30,1.31,GBP
